,alpha_001,alpha_002,alpha_003,alpha_004,alpha_005,alpha_006,alpha_007,alpha_008,alpha_009,alpha_010,alpha_011,alpha_012,alpha_013,alpha_014,alpha_015,alpha_016,alpha_017,alpha_018,alpha_019,alpha_020,alpha_021,alpha_022,alpha_023,alpha_024,alpha_025,alpha_026,alpha_027,alpha_028,alpha_029,alpha_030,alpha_031,alpha_032,alpha_033,alpha_034,alpha_035,alpha_036,alpha_037,alpha_038,alpha_039,alpha_040,alpha_041,alpha_042,alpha_043,alpha_044,alpha_045,alpha_046,alpha_047,alpha_048,alpha_049,alpha_050,alpha_051,alpha_052,alpha_053,alpha_054,alpha_055,alpha_056,alpha_057,alpha_058,alpha_059,alpha_060,alpha_061,alpha_062,alpha_063,alpha_064,alpha_065,alpha_066,alpha_067,alpha_068,alpha_069,alpha_070,alpha_071,alpha_072,alpha_073,alpha_074,alpha_075,alpha_076,alpha_077,alpha_078,alpha_079,alpha_080,alpha_081,alpha_082,alpha_083,alpha_084,alpha_085,alpha_086,alpha_087,alpha_088,alpha_089,alpha_090,alpha_091,alpha_092,alpha_093,alpha_094,alpha_095,alpha_096,alpha_097,alpha_098,alpha_099,alpha_100,alpha_101,alpha_102,alpha_103,alpha_104,alpha_105,alpha_106,alpha_107,alpha_108,alpha_109,alpha_110,alpha_111,alpha_112,alpha_113,alpha_114,alpha_115,alpha_116,alpha_117,alpha_118,alpha_119,alpha_120,alpha_121,alpha_122,alpha_123,alpha_124,alpha_125,alpha_126,alpha_127,alpha_128,alpha_129,alpha_130,alpha_131,alpha_132,alpha_133,alpha_134,alpha_135,alpha_136,alpha_137,alpha_138,alpha_139,alpha_140,alpha_141,alpha_142,alpha_143,alpha_144,alpha_145,alpha_146,alpha_147,alpha_148,alpha_149,alpha_150,alpha_151,alpha_152,alpha_153,alpha_154,alpha_155,alpha_156,alpha_157,alpha_158,alpha_159,alpha_160,alpha_161,alpha_162,alpha_163,alpha_164,alpha_165,alpha_166,alpha_167,alpha_168,alpha_169,alpha_170,alpha_171,alpha_172,alpha_173,alpha_174,alpha_175,alpha_176,alpha_177,alpha_178,alpha_179,alpha_180,alpha_181,alpha_182,alpha_183,alpha_184,alpha_185,alpha_186,alpha_187,alpha_188,alpha_189,alpha_190,alpha_191
601989.XSHG,-0.385802782,0.818181818,0.7,-1,-0.842700972,-0.643333333,1.400755034,0.419463087,9.22E-11,0.186666667,363011024.2,0.005402685,-0.023387659,0.44,-0.007207207,-0.902356902,0.930503205,1.0859375,0.079136691,9.66469428,0.103047619,0.005064289,72.83221892,0.423317484,-0.163611111,0.667846699,,100.0316816,27606662.14,,10.15354136,-0.467391304,-0.25024,0.907823741,0.416666667,0.872053872,-1.857078077,-0.3,0.206666667,427.2942952,-0.331103679,-0.231731103,1238262654,1.866666667,0.507833333,0.926390138,27.34064811,-0.341628124,0.176470588,0.647058824,0.823529412,4.206666667,83.33333333,0.383333333,25.07372712,1,709.0479758,75,1.5,662748651.3,-0.906666667,-0.695298662,87.6870979,-0.591836735,0.960131894,4.152357165,75.95093376,8.78E-09,0.910638298,354765735.2,17.37180051,33.43434109,-0.224080268,1.304343434,0.724137931,0.613468349,0.538983051,93.70053814,82.35762877,0.422905553,171259042.5,36.27121535,-0.327645051,2001943859,0.15,-0.01,-1.165133172,0.281105991,0.173496147,-0.555555556,-0.104297659,-1,0.21,1882164302,553773553,640.0214117,80445274.52,-1.62,-0.33,101107924.8,1,61.24106116,10,0.049183582,0.409984207,1.22,-0.242602083,-0.837886204,1.10941511,288.4210526,-51662425,69.8630137,-0.308040311,0.04118739,0.698868002,0.065992481,0.034057617,252.8846154,0.417340287,6.707317073,-0.701789695,0.00489682,1,-0.017360874,4.206315789,5.546666667,0,86.51441377,0.22,0.966521739,0.818791946,715130920,90,64175623.76,1.073646835,-0.276221609,1.140363636,,-0.571492985,,-0.921232877,-0.1234375,6.549992912,3.57E-11,56.12659986,0.048376685,0.055536131,1,0.279252159,1584374511,0.366581282,0.001872182,5.150729167,-1,16967033.65,-0.836120401,0.546666667,0.039568345,-2180.622655,0.043725369,0.2475,1,0.533557047,11011.87603,,-0.009056723,1.24,-2.011304723,0.007569468,0.429096129,-1.380654076,96.59556833,7.288084667,0.119467171,0.266666667,0.907709256,100,514674.6721,0.409801379,-0.983333333,-0.003498281,4,,1.13810962,0.616666667,80.49176433,2.35,-7.98705743,0.258333333,-0.592955991,0.928001082
601991.XSHG,-0.867838403,-1.05,0.22,1,-0.935585214,-0.643333333,0.747790828,0.704697987,5.16E-11,0.09,6596879.233,0.029284116,-0.004008333,0.11,-0.002949853,-0.276094276,0.982153725,1.032934132,0.031884058,3.603603604,0.029571429,0.000728746,63.49820689,0.115471345,-0.351211111,0.753994548,-173.7232297,92.12120829,1100241.297,,4.730584366,-0.15316336,-0.03434,0.954830918,0.076666667,0.198653199,-0.569550258,-0.09,-0.213333333,225.0337034,-0.063545151,-0.025672608,156070675,1.733333333,0.407955556,0.961896135,25.6728435,-0.253921147,0.14,0.72,0.86,1.556666667,75,0.296666667,7.133495646,1,495.8687048,65,3.67,111172732.2,-0.853333333,-0.59720484,85.17096727,-0.171428571,0.979710145,2.071005917,68.63459121,4.91E-09,0.85915493,39585750.62,7.924921794,32.82397089,-0.395317726,1.148350168,0.620689655,0.607753131,0.53559322,79.42005638,78.305244,-37.64367708,23820178.3,36.78527846,-0.153583618,244283148,0.04375,-0.06,-0.475706215,0.123778502,0.053585253,-0.276094276,-0.017948718,-1,0.1,207282296,44173083.59,442.182688,12852570.03,-0.4,-0.453333333,13013332.89,1,52.40122627,10,0.006500627,-0.33359334,0.38,-0.087563611,-0.815983008,1.12730083,205,-4997388.737,70.21276596,-0.343133512,-0.024225748,0.845080929,0.020157895,0,212.8205128,0.623269656,29.71428571,-0.392360621,0.002576378,1,1.558210944,26.344,3.423333333,0,78.46657827,0.07,7.467428571,0.651006711,71975559,90,3229314,1.017422909,-0.203782938,1.226666667,,-0.293917699,0.62116041,-0.023972603,-0.32421875,5.075023375,1.38E-10,41.61948053,0.01317389,0.017575758,1,0.437996931,104520172.6,0.069671729,-0.00012844,3.318541667,1,490773.7844,-0.285234899,0.926666667,0.028985507,-4428.682298,0.023287589,0.075,1,0.610738255,41065.63582,,-0.005220786,0.4,-1.38277206,0.00269396,-0.255982023,-8.123263397,83.12765544,4.646763547,0.043973519,0.085,-0.176381567,100,540384,0.020817692,-1,-0.003498281,4,,0.725850112,0.296666667,57.6242812,0.71,29.89822785,0.069166667,-1.644697529,0.651524141
601992.XSHG,-0.818441216,-0.833333333,0.48,-1,-0.805555556,-0.643333333,0.081241611,0.476510067,6.05E-11,0.013333333,-13509116.26,0.034675615,-0.002539002,0.26,0.004830918,-0.96969697,0.958330051,1.066496164,0.06235012,8.311688312,0.070904762,0.004777757,74.553,0.272677093,-0.164,0.757391212,-307.760868,95.34076349,9329224.478,,8.264820424,-1.853437943,-0.011,0.923661071,0.27,0.865319865,-0.965445943,0.03,-0.32,333.1174459,-0.160535117,-0.140718745,844128759,1.933333333,0.361366667,0.941371902,26.03286007,-0.322893374,0.044444444,0.911111111,0.955555556,2.983333333,83.33333333,0.353333333,12.66777229,-1,683.4207129,70,8.08,145358711.1,-0.956666667,-0.22640641,94.53748938,-0.833333333,0.970023981,3.090234858,70.54053385,5.95E-09,0.796747967,99121724.62,13.76605661,33.51983523,-0.080267559,0.938047138,0.620689655,1.134707271,0.508474576,92.4769119,84.16541232,-37.74660353,93973280.86,37.44126513,-0.566552901,1144644429,0.06875,-0.03,,0.208695652,0.120800551,-0.760942761,-0.055016722,-1,0.25,1113343981,210847706.4,600.4342283,44824639.41,-1.04,-0.523333333,50665505.02,-1,49.30201131,10,0.046322417,0.638138544,0.72,-0.261880667,-0.371527185,1.020774696,325.9259259,-17648674.51,91.30434783,-0.526166591,-0.76264554,0.919717559,0.041353383,0.061889648,221.4285714,0.281491979,12.7,-0.197986577,0.00427269,1,0.259221151,9.757037037,4.156666667,0,88.59404662,0.03,0.46912892,0.620805369,303989334.3,85,19975312.47,1.038131451,-0.054838089,0.101052632,,-0.609312096,0.484641638,-0.743150685,-0.065275,12.58182216,1.18E-10,51.34300548,0.018918414,0.033438228,1,0.532502997,466553544.3,0.158255017,0.006087011,3.925520833,1,6576662.266,-0.782608696,0.686666667,0.014388489,-2674.556138,0.033196725,0.141666667,1,0.600671141,28132.42897,,-0.006798756,0.66,-1.418070948,0.005858412,-0.399085591,-4.940334813,85.93274595,5.578295429,0.101718131,0.17,0.070292523,95,813349.5072,0.004447933,-1,-0.003498281,4,,0.942606264,0.876666667,60.20804524,1.23,-56.09115055,0.173611111,-1.920878998,0.96010328
601997.XSHG,-0.884197636,-1.392694064,0.78,1,-0.866025404,-0.643333333,0.186448546,0.348993289,1.64E-09,0.546666667,-45628642.74,0.294049217,-0.011374471,0.96,-0.009544787,-0.757575758,0.306683823,1.075769534,0.070432869,3.492786636,0.229285714,0.003132474,65.52060804,0.8936436,-0.274022222,0.545488349,-103.836133,77.57973258,1104731.04,,7.761233364,-1.283319068,-0.0946,0.927977501,0.656666667,0.626262626,-2.443823993,-0.12,0.366666667,295.3531183,-0.652173913,-0.530079086,157798782,2,0.131866667,0.943812668,26.47999453,-0.356000806,0.269387755,0.46122449,0.730612245,9.25,66.66666667,0.606666667,59.83708127,1,600.7004414,65,2.98,58528646.24,-0.776666667,-0.185954096,78.49169566,-0.523809524,0.972853999,2.790346908,72.24314161,1.80E-07,0.873390558,274482685.7,14.07448738,30.75795987,-0.123745819,1.074410774,0.75862069,0.827660002,0.552542373,81.23127533,76.73809456,-34.28620111,34604851.54,34.3587144,-0.051194539,312110269,0.075,-0.01,-0.905569007,0.231255646,0.343027688,-0.218855219,-0.379264214,-1,0.59,311400401,317437916.3,571.4252778,25371013.87,-3.06,-0.333333333,23174324.45,1,45.3110217,15,0.120362509,-0.128825008,2.56,-0.0026715,-0.41570571,1.133447441,265.0943396,62257.52541,57.57575758,-0.169617134,-1.417197506,0.790391027,0.141556391,0.107910156,250.952381,0.763981634,1.018518519,-0.732965548,0.003069808,1,0.131866979,0.93081761,13.57666667,0,69.99704127,0.77,1.458387097,0.174760681,374350238.7,80,5728289.749,1.076826648,-0.253856122,2.30E-14,,-0.518073718,,-0.98630137,-0.04655,6.330797521,4.33E-11,58.39576082,0.027068596,0.122727273,1,0.19523382,429415439.6,0.916684992,0.015009663,12.86416667,-1,2476339.364,-0.859531773,0.446666667,0.017608217,-2582.599786,0.131807988,0.5025,0.555900535,0.637583893,7796.965204,,-0.005356067,2.86,-1.068836528,0.025090573,-0.582637283,-4.748434738,74.24677862,16.69111313,0.250543389,0.588333333,0.813232495,95,23222.41557,0.185652856,-0.966666667,-0.003498281,5,,0.847729306,0.58,64.20485211,4.66,-52.24437857,0.503611111,-1.372853251,0.852439135
601998.XSHG,-0.710920466,-1.216666667,0.27,1,-0.738548946,-0.643333333,0.068752796,0.389261745,2.38E-10,0.268333333,3348328.207,0.228970917,0.002035713,0.55,-0.01447178,-0.932659933,0.614651387,1.087301587,0.080291971,5.873261206,0.144857143,0.00610714,48.25245957,0.54498993,-0.295766667,0.581606082,24.03262309,79.33640578,4110180.433,,9.033028253,-2.356986268,-0.080813333,0.917153285,0.47,0.919191919,-1.037356678,0.08,-0.026666667,144.8936025,-0.371237458,-0.349166399,4642339,1.683333333,0.223055556,0.942350973,26.27442444,-0.023270305,0.151020408,0.697959184,0.848979592,4.736666667,58.33333333,0.496666667,31.1313247,1,983.0980054,45,6.81,288069490.8,-0.73,-0.401602031,78.56299336,-0.914965986,0.973479319,2.72431892,73.75738097,2.65E-08,0.840909091,284642705,14.81248691,30.58318118,-0.076923077,1.691750842,0.689655172,0.749614951,0.847457627,88.86405543,78.22864254,-24.17836273,76692215.71,33.99450752,-0.839590444,211119608,0.13125,0.06,-1.348184019,0.214539007,0.219957255,-0.64983165,-0.163740245,-1,0.35,347226885,320259195.8,853.3594484,50218522.49,-1.52,-0.89,46356407.19,1,44.0827219,40,0.03497672,0.567428368,1.21,-0.01764,-0.384803627,1.23306286,213.9534884,-4918129.77,67.9558011,-0.397722934,-1.805443228,0.857360509,0.070225564,0.133300781,265.7407407,0.769582223,2.761904762,-0.557361476,0.00404722,1,0.296085841,4.555111111,6.81,1.438848921,86.51049973,0.29,0.941197183,0.298657718,408138475.8,55,15316176.67,1.06762267,-0.034939564,0.905050505,,-0.582326066,,-0.729452055,-0.018802,6.608235306,3.18E-11,51.4809788,0.026502094,0.054997086,1,0.135749393,476572176.3,0.412404394,0.010877174,6.455104167,-1,6011973.984,-0.882943144,0.563333333,0.023357664,-2240.04526,0.086466096,0.284166667,0.710892333,0.82885906,3416.193268,,-0.005342352,1.52,-1.074349523,0.009188464,-0.457529393,-6.797993455,86.43409122,8.940616475,0.084473165,0.366666667,0.826941762,95,-607651.78,0.229381385,-0.966666667,-0.003498281,5,,0.874541387,0.723333333,73.77922277,2.2,-47.6175259,0.326666667,-1.926991223,0.894059555
603156.XSHG,-0.103042825,-1.09762824,-0.95,-1,-0.739940073,-0.643333333,0.223053691,0.865771812,-1.84E-09,0.923333333,-3876428.307,0.028076063,0.112440501,-0.11,-0.005417118,-0.772881356,1.2971088,0.997612329,-0.002387671,-2.89457004,-0.015904762,-0.001948444,55.27774778,0.180906524,-0.435722222,1.07259763,,29.66596098,-103504.817,,-0.229743664,-0.399403753,0.0248,1.002302727,0.01,0.367003367,-23.54730542,0.41,-0.313333333,110.2364358,-0.377926421,-0.301961125,-3007374,0.7,0.018577778,0.992182967,52.06861155,-0.064503688,0.472707424,0.054585153,0.527292576,43.09,50,0.043333333,-1.867305675,1,124.9666088,55,2.42,11482037.53,-0.263333333,0.298302808,54.74113388,-0.363945578,0.998585727,0.141627628,55.04130685,2.64E-06,0.570108696,44391686.3,3.407737956,51.14849665,-0.819397993,0.895723906,0.689655172,1.162529404,0.05033557,-13.91473497,56.66298253,-23.48106525,3182167.61,51.36360213,-0.197952218,5873147,0.2,1,-0.459079903,0.060452238,0.041516192,-0.205387205,-0.207692308,-0.451178451,7.91,8230645,88586950.07,141.8645446,1015851.224,-7.71,-0.216666667,2124813.777,-1,52.30991259,10,0.231147129,-0.119418769,2.62,-0.002670556,-0.836050175,0.788481086,117.3836181,-502130.3662,-0.877192982,-0.167864209,-0.140381251,0.301958481,0.297984962,0.252685547,129.7348485,-0.711711354,0.171003717,,0.000923703,-1,0.388942508,0.62296837,45.8,2.89457004,48.10974619,3.45,0.117457627,0.14819098,164233074.5,40,-4662.095176,1.029739498,-0.068333389,1.568802228,,-0.500000406,,-0.941780822,-0.018878611,10.69416531,2.07E-10,5.977974245,0.00260235,0.313793706,-1,0.82359716,163772876.6,1.31383892,0.007840607,45.60072917,-1,-149099.9664,-0.163879599,0.996666667,0.016100957,-3626.606244,0.713388096,1.306666667,0.163387964,0.805369128,662.6051032,,-0.000792446,3.39,-0.965095209,0.065051583,-0.006249931,-4.661758918,47.92035895,50.91805615,0.882022733,1.076666667,-0.224533589,50,-14721.71463,0.011603304,-3575827,-0.003498282,5,,1.417013423,0.933333333,26.34210231,18.4,-39.19429456,0.162777778,-0.149884571,0.296507253
603160.XSHG,0.12197653,-1.235149038,0.37,1,-0.790569415,-0.643333333,0.17454698,0.030201342,1.73E-06,0.973333333,-4026525.889,0.827214765,-0.855049293,5.04,0,-0.606060606,0.438205128,1.056686537,0.053645556,2.420146081,0.247809524,0.001688895,63.61219235,2.282173062,-1.829866667,-4.517481696,63.92451215,77.60457946,69182.46528,,7.737736877,-2.152810461,-1.19,0.928179883,0.203333333,0.363636364,-48.27614492,-7.87,0.743333333,248.3909008,-0.966555184,-0.52167339,98092,0.583333333,0.2607,0.922954364,39.32098635,-0.216432352,0.392226148,0.215547703,0.607773852,83.79666667,66.66666667,0.993333333,336.7366905,-1,278.9524849,70,18.19,901768.431,-0.959322034,-0.611849298,77.815816,,0.938832712,6.515248857,66.95760182,0.000112359,0.770556376,97512751.87,14.96515049,41.59515955,0.398662207,0.931111111,0.689655172,0.791358511,0.013559322,74.01960072,73.00949767,12.80734757,2434305.183,43.37301739,-0.365187713,20315419,0.075,-5.05,-1.007263923,0.264468371,1.279889947,-0.606060606,-0.52916388,-0.97979798,9.32,25299161,106658001.8,331.0846466,862400.4243,-8.5,-0.363333333,1208140.18,1,51.50351689,5,-0.042993633,0.09612824,19.65,-0.018744167,-0.993244075,1.128476765,266.6321244,-566427.5746,44.11207876,-0.003071957,-0.035711703,0.70913741,0.966458647,0,198.7078911,0.11033955,0.006849315,-0.985241882,0.001616775,1,1.568505309,0.881557847,92.39333333,0,54.15577164,7.38,0.66,0.997754053,208793886.9,95,404650.9301,1.071530326,-0.421183205,113.5711191,,-0.462838687,,-0.455479452,-0.465625,41.65273564,1.40E-10,24.1599031,0.020592246,0.974565851,-1,0.513089138,264116229.4,5.955165285,0.020338464,86.7115625,-1,-9136.85003,-0.752508361,0.248333333,0.06567323,-2290.235557,1.391019363,3.745833333,0.634238366,0.046979866,36.90176387,,-0.006650936,19.03,-1.162841674,0.252576972,-0.905072767,-5.482301372,52.69680232,98.75183712,2.462814229,3.901666667,-0.046762441,100,162384.3121,0.14743021,-0.833333333,-0.003498281,4,,0.093914989,0.073333333,53.04488571,40.62,68.89590299,2.217222222,-0.553976877,-1.359794347
603259.XSHG,-0.89940842,-0.255691014,10.73,-1,-0.798595706,-0.643333333,0.144228188,0.006711409,1.56E-06,0.976666667,8174900.876,0.966834452,-0.755482279,11.76,-0.017380509,-0.599326599,0.145852562,1.134277232,0.118381317,11.95762425,1.284761905,0.009970864,62.53129568,6.238559489,-1.963388889,-7.360874084,,97.90125815,907026.9338,,12.42431673,-2.553489183,-3.500293333,0.889487283,0.356666667,0.494949495,-22.44845164,-8.98,0.973333333,182.757197,-0.97993311,-0.700509416,19429519,2,0.006622222,0.902377567,25.69737105,-0.238884112,0.196770335,0.60645933,0.803229665,81.46333333,58.33333333,0.996666667,524.8418244,-1,486.6369788,65,24.51,28263688.73,-0.986440678,-0.563315389,88.42295645,-0.982142857,0.922991746,8.343330789,72.23209118,0.000100841,0.885029618,286357421,19.36974601,30.98756847,0.749832776,1.148215488,0.793103448,0.5467324,0.003389831,122.9353071,81.63608955,16.3204533,5631003.888,34.7008655,-0.576791809,42347438,0.1375,-1,-1.415012107,0.333064949,2.754844405,-0.006734007,-0.789899666,-0.98989899,4.27,52716310,206696242.4,397.3429593,2464136.876,-27.8,-0.285,2030605.618,-1,53.52052267,10,0.02392882,0.572527636,24.82,-0.000164444,-0.99197718,1.285149324,251.3137558,-2183422.885,64.43622921,-0.003899244,-0.82651067,0.984078516,0.977849624,0.012817383,299.3373494,0.486469021,0.013651877,-0.994375584,0.001723843,-1,1.316938909,0.094611872,98,0,81.56471928,4.81,1.0951875,0.986577181,465585445.8,90,1614119.716,1.077247022,-0.069755124,52.49612641,,-0.387528465,0.333333333,-0.380136986,-0.003125,40.01409927,3.39E-11,25.49866726,0.029126426,0.839889277,-1,0.842158059,743363712,6.531447942,0.024766942,89.6421875,-1,290567.0193,-0.989932886,0.213333333,0.053352124,-2158.336266,1.324905501,3.929166667,1,0.05033557,428.7142088,,-0.007926833,22.24,-1.402504362,0.217233876,-0.95402765,-5.817628579,78.53495392,104.3053567,2.221142842,4.566666667,0.800803519,100,210311.6276,0.166097877,-0.983333333,-0.003498281,5,,0.449574944,0.103333333,68.1432019,37.14,23.17593022,3.754444444,-1.248323326,-1.058923026
603260.XSHG,-0.622086828,-1.157437753,-2.45,1,-0.587136564,-0.14,0.164642058,0.963087248,-6.62E-09,0.946666667,138480.8683,0.023892617,0.008340054,-0.3,-0.010097431,-0.838383838,2.216149686,0.994690265,-0.005309735,-2.277864719,0.214380952,-0.005672944,54.61206506,1.212037191,-0.345666667,1.265448611,,56.6420422,-104574.2636,,0.689778733,-1.900704924,-1.00448,0.993149466,0.326666667,0.818181818,-23.13332935,1.27,0.313333333,171.106727,-0.531772575,-0.118818558,-6899110,0.316666667,0.000333333,0.981778247,34.89877151,-0.013518526,0.392633773,0.214732453,0.607366227,52.06666667,50,0.72,144.7827386,-1,207.9493181,65,10.96,13955368.62,-0.383333333,0.408410631,59.56256504,-0.87755102,1.002580071,-0.257343154,64.03036635,1.40E-05,0.636842105,39742082.05,7.703241158,35.60690584,-0.373244147,1.337407407,0.586206897,0.742930729,0.040268456,2.795861029,65.56608355,-0.805351929,3951597.397,37.48681067,-0.385665529,24731896,0.45,1,-1.015496368,0.190677966,0.05444975,-0.592592593,-0.156633222,-0.066666667,7.59,32115010,66584259.71,281.4140468,1081184.773,-14.1,-0.323333333,1072681.763,1,53.24258735,5,0.860148677,0.179381825,9,-0.000288,-0.893726441,0.922805727,170.9864603,-816399.8504,26.5560166,-0.094287665,-0.483418635,0.79818162,0.534902256,0.241210938,138.1145171,-0.228615158,0.107142857,-0.835816605,0.002359578,1,0.551914708,0.94776583,55.86333333,2.277864719,69.25432783,5.31,0.612596685,0.304453692,211869633,65,336688.6478,1.128314212,0.00475183,-4.440599002,,0.089096816,,-0.256849315,-0.005916667,95.3524399,7.65E-11,23.26806783,0.032125896,0.614149184,-1,0.632393261,256462418.4,5.777790158,0.033978757,55.1759375,-1,-62373.49739,-0.05704698,0.49,0.022597865,-2651.967975,1.205722156,2.283333333,0,0.879194631,773.0511921,,0.000790005,9.15,-1.165187969,0.170175428,6.82E-06,-8.52239989,63.77165967,63.63321678,1.471862111,1.938333333,0.317293507,70,-20331.66519,0.021500239,-0.05,-0.003498282,7,,1.130592841,0.736666667,73.47994472,20.9,-36.21894803,0.417777778,-0.473950709,0.027582924
603288.XSHG,-0.118512258,0.807205472,-2.04,-1,-0.782780364,-0.643333333,0.519418345,0.117449664,1.72E-07,0.97,-5902894.595,0.836644295,-0.011009158,1.53,0.005089059,-0.824915825,0.232979019,1.020007846,0.019615385,-0.510204082,0.293619048,0.000937646,53.04439366,1.102576147,-1.561144444,0.271978815,438.6577645,77.3341002,-22659.37755,,1.724756284,,-0.66816,0.983044872,0.38,0.387205387,-3.62541687,-0.64,0.423333333,108.0586562,-0.826086957,-0.639481581,-160469,1.666666667,0.0644,0.985154915,38.43470633,-0.106809581,0.441434846,0.117130307,0.558565154,55.83666667,58.33333333,0.013333333,33.91335945,-1,194.4536478,55,1.84,1718185.947,-0.850847458,-0.592170333,61.93435993,-0.214285714,0.990705128,0.9382077,60.58447494,1.41E-05,0.41025641,87349043.95,3.499751203,39.44333506,-0.217391304,0.473872054,0.655172414,0.748593784,0.600671141,97.39925218,62.12729043,10.13535681,3645337.548,40.29234173,-0.276450512,7818342,0.24375,1,-0.997094431,0.074528172,-0.026677088,-0.144781145,-0.753913043,-0.902356902,9.2,8287762,99508176.94,175.4942648,1147489.111,-19.68,-0.256666667,1242237.582,1,52.24706758,10,0.081274917,0.382364289,5.41,-0.313705333,-0.525958339,1.024615051,158.0743449,672840.905,23.19277108,-0.559541578,0.335885491,0.938175055,0.225902256,0.138061523,95.35545024,-0.360297035,1.03125,-0.951858268,0.000798973,-1,-0.581526575,0.023981481,78.37,0.763358779,50.47974198,5.1,0.525130435,0.271812081,255248960.6,85,182581.5942,1.067088985,-0.05485754,-3.007518797,,-0.357766563,0.563139932,-0.688356164,-0.00371875,28.78316146,4.22E-11,29.45267899,0.020279812,0.208953963,-1,0.312003143,348059822.1,4.605947771,0.004931063,76.84208333,-1,172133.3365,-0.865771812,0.39,0.024487179,-3268.692598,1.012024409,2.375833333,0.555278446,0.919463087,39.09308458,,0.000778512,8.18,-1.328105962,0.008817316,-0.823141449,-0.282322497,26.42172866,83.7253041,1.198455808,2.431666667,0.440728745,95,-33902.58015,0.215821446,-0.533333333,-0.003498282,9,,1.090671141,0.493333333,31.70806506,15.6,-16.45320603,0.582222222,0.106393519,1.500483749
603799.XSHG,-0.216615789,-1.565466949,1.25,1,-0.886620695,-0.14,0.372158837,0.996644295,8.72E-09,0.893333333,-8420022.681,0.737852349,0.082583751,-1.17,-0.014278297,-0.602693603,30.62052618,0.97046946,-0.02953054,2.396804261,0.669333333,-0.007539629,55.09968495,2.446187143,-0.952,0.993113628,-147.6548551,60.89727728,1068946.897,,5.383367974,-1.276827773,-0.0388,0.948916342,0.493333333,0.515151515,-12.93451718,0.42,0.183333333,149.2618759,-0.949832776,-0.449241731,32154471,0.383333333,0.0264,0.951877438,34.67389063,-0.084960193,0.270034843,0.459930314,0.729965157,45.6,58.33333333,0.78,276.3532584,-1,431.9241055,60,12.38,197852989.9,-0.986666667,-0.650548178,74.82923877,-0.401360544,1.004594712,-0.457369693,63.58858853,1.87E-06,0.915576192,870112507.4,17.23901361,38.49035977,-0.366555184,1.131481481,0.689655172,1.147247092,0.16442953,30.95761496,72.67481101,-49.1556767,44246206.24,41.54613609,-0.467576792,277922027,0.2625,1,-1.908474576,0.439535754,1.157875698,-0.511784512,-0.052374582,-0.8,2,210449267,764321244.9,497.1503824,17853749.45,-12.26,-0.603333333,18659527.03,1,47.54910368,10,0.116614916,-0.640545976,11.74,-2.33E-05,-0.925663559,0.930954176,222.1354167,-5176085.153,60.43165468,-0.026259155,-5.319846011,0.466105821,0.700887218,0.131835938,251.5911283,-0.466339777,0.084615385,-0.967644502,0.003253914,1,0.685251881,0.990461538,38.10666667,2.953054013,56.79556573,2.2,1.72656,0.076838992,1512553253,65,9445452.405,1.068515519,-0.044867574,-3.32672,,-0.123488736,,-0.191780822,-0.026680556,108.6346389,1.06E-11,28.22001017,0.006651708,0.694871795,-1,0.353041821,1699513130,2.269392384,0.029114799,36.5996875,-1,-997160.3724,-0.822147651,0.22,0.028348505,-1722.664858,1.058321675,2.1425,0.491750451,0.909395973,406.1245537,,-0.012343679,8.92,-1.02091903,0.166628,-0.006710742,-33.1822534,93.12653109,45.22624679,1.298730854,2.216666667,0.694747982,75,-81046.69782,0.00310559,-0.783333333,-0.003498281,7,,1.159731544,0.506666667,71.19827737,23.69,-42.04728234,1.421666667,-1.777481533,-0.784382444
